UK,Germany,France,Japan,Canada,USA,canada,france,usa,germany,japan,uk
267.1,300.0,277.2,186.1,181.0,141.8,24.25,5.7962852,23.14849489338828,10.4174564,5.238536104640745,48.70052827470284
264.6,278.6,246.9,173.5,176.0,138.0,22.5,5.458497,23.445516648570397,9.8747165,4.809016467607673,44.96940400499138
266.1,289.3,258.4,169.7,198.0,150.4,22.190001,2.4146661,22.76305819981024,9.1645876,5.05704174573055,35.87392382132812
290.7,267.6,285.5,165.2,210.0,166.5,16.040001,1.5126479999999998,16.88640680112146,7.5314304,4.78093063217871,24.51828366095963
293.9,246.0,265.4,163.1,189.0,156.6,17.389999,1.8119756,17.743435971223022,8.087104799999999,4.710875779376499,24.524397562551933
271.6,235.4,236.7,161.7,172.0,135.8,17.690001,1.9136726,16.598968044561712,7.760606,4.9068542949281735,23.87893189964158
252.5,264.6,208.4,159.0,159.0,130.9,16.6,1.71262845,15.849136345461815,7.7934142,4.962727908836466,18.800238802863323
253.5,265.8,224.7,157.6,174.0,138.4,19.610001,1.78434315,19.493863356585965,9.3043143,5.512721583914649,23.311365798414496
257.6,257.6,236.1,158.3,165.0,130.1,19.290001,1.72739925,19.53932542475118,10.3132133,5.768366341610535,26.59117223268028
258.5,253.1,243.5,171.0,145.0,116.3,19.389999,1.7306629,17.106416682609524,10.916813499999998,5.7155873349913895,24.93108557428688
245.3,258.0,266.8,173.0,153.0,118.5,22.58,2.235312,21.850889326832924,14.022684,6.065179073692106,31.299989852637754
239.7,261.2,273.2,168.8,153.0,120.5,20.120001,2.5682873,21.278307325133103,14.247793199999998,5.44607490361667,30.47780937192494
