Canada,France,USA,Germany,Japan,UK,Date,Year
-0.0841121495327104,-0.08889294030916106,-0.1412879208344705,-0.017754745634424363,0.02176825421194017,0.06632438969346444,2012-02-01,2012
-0.04081632653061229,-0.04288281001518668,0.010591936693472805,0.0040600092082681005,-0.034470277874998456,-0.06598254148161431,2012-03-01,2012
0.06382978723404252,-0.1366731256441086,0.3669396211343829,-0.04963135029456545,0.00951604571879372,0.005392776980886138,2012-04-01,2012
-0.08999999999999997,-0.08638538517534111,0.2704496935492027,-0.15834938994283232,-0.10530358192563748,-0.18099119564595026,2012-05-01,2012
0.07692307692307687,0.09093013747027713,0.06540856712345344,0.05858928695136156,0.1409108490189157,0.03796704344378599,2012-06-01,2012
0.16326530612244894,0.15883476238757988,-0.15352158828480356,0.13153616514901456,-0.20487338340486894,0.12006092646166565,2012-07-01,2012
-0.05263157894736825,-0.1139907947813289,-0.08848830330388813,-0.08389857327211292,-0.07637532402840498,0.1602207440332235,2012-08-01,2012
0.17592592592592582,0.2752891335834824,-0.03014491593396273,0.09001093834809447,-0.05176152981773385,0.0814295872373465,2012-09-01,2012
0.3937007874015748,0.2964316122953874,0.1568208101784041,0.1336448105081416,-0.06497860141283784,0.08997756717950177,2012-10-01,2012
0.02259887005649719,0.11963300790193965,0.07533969580510713,0.1080761032604407,0.11263871659598855,0.07592335767080073,2012-11-01,2012
-0.033149171270718265,-0.011788260646688252,0.04119166604987568,0.1103941857010846,-0.037631103676247564,0.011900085935146576,2012-12-01,2012
0.3942857142857144,0.1662563435479587,0.05990075927666073,0.04558111608106885,-0.06888970281159845,0.030903145878414362,2013-01-01,2013
-0.012295081967213071,0.05424170385165472,-0.05592778775842189,0.09661769556722732,0.05223135600735174,-0.057426388358431175,2013-02-01,2013
0.2572614107883815,-0.1095213199153523,0.3067353478668349,-0.02837775013865052,0.05167384652862217,0.07165776693134718,2013-03-01,2013
-0.0099009900990098,0.013279523444350794,-0.020260361608599564,-0.0344576334164326,-0.004490449337978042,-0.04754344996842763,2013-04-01,2013
-0.3166666666666668,-0.009647507281137502,0.03342674434367954,0.1116742539187987,0.029101914485198718,0.1959237848837816,2013-05-01,2013
0.17560975609756113,-0.06706493686401149,-0.04499952019836473,-0.04655188391873777,-0.038498727983128034,-0.029990311542142267,2013-06-01,2013
-0.0954356846473029,-0.0985420349143996,0.20014218615269064,-0.014832850071094472,0.025795050305650543,0.058639722698374586,2013-07-01,2013
0.2889908256880733,-0.06997742387789507,-0.1824524811899757,-0.10815414274619084,-0.030458028535649162,-0.09626925398634156,2013-08-01,2013
0.2562277580071173,0.32119632298994416,0.1996983135043997,0.09134569599096863,0.06214139552077769,0.12081893061991833,2013-09-01,2013
0.6232294617563741,0.049651355939422485,0.1335943884722912,-0.008559569478310712,-0.053639151735571884,0.06158334919254349,2013-10-01,2013
0.3193717277486909,-0.0022630073735439016,0.08182659707541506,0.13020590212490513,-0.014576607685414024,0.08660854901806325,2013-11-01,2013
-0.019841269841269767,0.01666120222211953,0.09064899318082098,-0.01397280871140516,-0.015929042537478292,0.16426947639719391,2013-12-01,2013
0.0539811066126854,0.1463473388980181,0.3366066679462798,0.16763609382836608,0.06752918721518064,0.07546939436776379,2014-01-01,2014
-0.23431498079385396,0.2094116851359893,0.15835662169285847,0.09703643333942448,0.10799109364612523,0.08244708990155147,2014-02-01,2014
-0.0752508361204014,0.10674204897419126,-0.01576075398994725,0.027089422598115972,-0.03182762028291864,-0.0666744699308005,2014-03-01,2014
0.3707052441229657,-0.05713039736758285,-0.04745494088019242,-0.056353794190081685,-0.0012420676225277651,-0.02130034760405486,2014-04-01,2014
0.1675461741424802,0.07557223478080566,0.13643691283424575,0.06673229609466325,0.010907778383168363,0.047416183950987456,2014-05-01,2014
0.07683615819209044,-0.20144533029535672,0.056857321097234285,-0.2134551312767301,0.06258143233248759,-0.0324866890739588,2014-06-01,2014
0.008394543546694555,-0.13101644864824735,-0.11065486737541497,-0.1624520548300702,0.021093610002082645,-0.13101270545556787,2014-07-01,2014
-0.1165452653485951,-0.011728347529909032,0.02602818036275778,-0.004267143421695986,0.00212657562965779,0.050387373998245,2014-08-01,2014
0.007067137809187329,-0.0910807888546783,-0.09271107349165553,-0.07478521311430764,-0.04536936855029905,0.0502772098607216,2014-09-01,2014
0.08771929824561409,-0.10088320184656564,0.2036448570682672,-0.06557040719391516,0.06660139052189562,0.03490848577039896,2014-10-01,2014
0.2021505376344084,0.25680919734612884,0.1794557963414174,0.2159210974571446,0.05169773293636326,0.11705860192157225,2014-11-01,2014
0.06171735241502674,-0.05421730678990977,0.117274832430728,-0.03022710251878946,0.01919630386623794,0.0009336058919959812,2014-12-01,2014
-0.010109519797809495,-0.025089782583505804,-0.07003596485039831,0.07708704042549819,0.12614411654538604,0.14124019679847755,2015-01-01,2015
