regions,day,price,Year
UK,2016-07-01,0.04780583714999165,2016
USA,2016-07-01,0.24145656487053624,2016
Canada,2016-08-01,-0.003337041156840859,2016
France,2016-08-01,-0.03845931061631591,2016
Germany,2016-08-01,-0.003951768272233536,2016
Japan,2016-08-01,-0.015737927757120684,2016
UK,2016-08-01,0.0734480385792593,2016
USA,2016-08-01,0.0338412170852187,2016
Canada,2016-09-01,0.1830357142857142,2016
France,2016-09-01,-0.025307525708761932,2016
Germany,2016-09-01,-0.048643908490753514,2016
Japan,2016-09-01,0.006665849545603564,2016
UK,2016-09-01,0.024004900158818062,2016
USA,2016-09-01,0.013423531977883485,2016
Canada,2016-10-01,0.19339622641509435,2016
France,2016-10-01,0.16647895170846594,2016
Germany,2016-10-01,0.1801677919185387,2016
Japan,2016-10-01,0.053327909239292204,2016
UK,2016-10-01,-0.10546720195135116,2016
USA,2016-10-01,0.11173415177046976,2016
Canada,2016-11-01,0.06719367588932812,2016
France,2016-11-01,-0.08188970032219167,2016
Germany,2016-11-01,0.052665345726669484,2016
Japan,2016-11-01,-0.0024094576681872315,2016
UK,2016-11-01,0.025264332087599373,2016
USA,2016-11-01,0.16110541530003886,2016
Canada,2016-12-01,0.012592592592592487,2016
France,2016-12-01,-0.017118375069052668,2016
Germany,2016-12-01,-0.029706912565233726,2016
Japan,2016-12-01,-0.03576950420349534,2016
UK,2016-12-01,0.113057460051172,2016
USA,2016-12-01,0.008339599040746215,2016
Canada,2017-01-01,-0.021945866861741048,2017
France,2017-01-01,-0.05699310076745001,2017
Germany,2017-01-01,0.0016264434127271075,2017
Japan,2017-01-01,0.08329560238913691,2017
UK,2017-01-01,-0.004435031548539303,2017
USA,2017-01-01,-0.04801639698800009,2017
Canada,2017-02-01,0.0007479431563202077,2017
France,2017-02-01,0.3484528107316325,2017
Germany,2017-02-01,0.11400860687263005,2017
Japan,2017-02-01,-0.030985179549634426,2017
UK,2017-02-01,-0.022101429721700927,2017
USA,2017-02-01,0.016941686283650892,2017
Canada,2017-03-01,0.031390134529148066,2017
France,2017-03-01,0.06399547044443876,2017
Germany,2017-03-01,0.09492791679752566,2017
Japan,2017-03-01,0.08973780934277388,2017
UK,2017-03-01,-0.030351303773226927,2017
USA,2017-03-01,-0.06882694173331971,2017
Canada,2017-04-01,-0.05869565217391304,2017
France,2017-04-01,0.10403004035379193,2017
Germany,2017-04-01,0.0585040998965658,2017
Japan,2017-04-01,-0.032632588158263975,2017
UK,2017-04-01,0.042728474853797715,2017
USA,2017-04-01,0.008295404744752544,2017
Canada,2017-05-01,0.3702847575057737,2017
France,2017-05-01,0.3619228114077142,2017
Germany,2017-05-01,0.1415311102613941,2017
Japan,2017-05-01,0.08476522856007462,2017
UK,2017-05-01,0.09307099350528024,2017
USA,2017-05-01,0.1615614168828694,2017
Canada,2017-06-01,-0.023595506943567712,2017
France,2017-06-01,0.2623630873392191,2017
Germany,2017-06-01,0.1706836255144315,2017
Japan,2017-06-01,0.08959449058370983,2017
UK,2017-06-01,-0.08936675076251066,2017
USA,2017-06-01,0.029042627827859487,2017
Canada,2017-07-01,0.1409666939566565,2017
France,2017-07-01,-0.10646203355607076,2017
Germany,2017-07-01,-0.11009944930757633,2017
Japan,2017-07-01,-0.06789203341379202,2017
UK,2017-07-01,0.014595979170498374,2017
USA,2017-07-01,-0.03862635987343055,2017
Canada,2017-08-01,0.17700453857791246,2017
France,2017-08-01,0.11835128756307255,2017
Germany,2017-08-01,0.15552113846147853,2017
Japan,2017-08-01,0.0494047077847779,2017
UK,2017-08-01,0.04060902386971876,2017
USA,2017-08-01,-0.14582469929327468,2017
Canada,2017-09-01,0.12425021422450723,2017
France,2017-09-01,0.046312083133259074,2017
