UK TUI Airways in CAD,Germany LHA in CAD,Air France in CAD,Japan All Nippon Airways in CAD,Air Canada,American Airlines in CAD
0.06632438969346444,-0.017754745634424363,-0.08889294030916106,0.021768254211940175,-0.0841121495327104,-0.1412879208344705
-0.06598254148161431,0.0040600092082681005,-0.04288281001518668,-0.034470277874998456,-0.04081632653061229,0.010591936693472803
0.005392776980886138,-0.049631350294565446,-0.1366731256441086,0.00951604571879372,0.06382978723404253,0.36693962113438294
-0.18099119564595023,-0.15834938994283232,-0.08638538517534111,-0.10530358192563749,-0.08999999999999997,0.2704496935492027
0.037967043443785986,0.05858928695136156,0.09093013747027712,0.1409108490189157,0.07692307692307687,0.06540856712345344
0.12006092646166566,0.13153616514901456,0.15883476238757988,-0.20487338340486894,0.16326530612244894,-0.15352158828480356
0.1602207440332235,-0.08389857327211292,-0.1139907947813289,-0.07637532402840497,-0.05263157894736825,-0.08848830330388813
0.0814295872373465,0.09001093834809448,0.2752891335834824,-0.05176152981773385,0.17592592592592582,-0.030144915933962735
0.08997756717950178,0.1336448105081416,0.2964316122953874,-0.06497860141283784,0.39370078740157477,0.1568208101784041
0.07592335767080072,0.1080761032604407,0.11963300790193965,0.11263871659598856,0.02259887005649719,0.07533969580510713
0.011900085935146576,0.11039418570108461,-0.011788260646688253,-0.03763110367624756,-0.03314917127071826,0.041191666049875675
0.030903145878414362,0.04558111608106885,0.1662563435479587,-0.06888970281159845,0.39428571428571435,0.05990075927666072
-0.05742638835843117,0.09661769556722732,0.05424170385165472,0.05223135600735174,-0.012295081967213073,-0.05592778775842189
0.07165776693134718,-0.028377750138650515,-0.1095213199153523,0.05167384652862217,0.2572614107883815,0.3067353478668349
-0.04754344996842763,-0.0344576334164326,0.013279523444350794,-0.004490449337978042,-0.009900990099009799,-0.020260361608599564
0.1959237848837816,0.1116742539187987,-0.009647507281137502,0.02910191448519872,-0.31666666666666676,0.03342674434367954
-0.029990311542142267,-0.04655188391873777,-0.06706493686401149,-0.038498727983128034,0.17560975609756113,-0.04499952019836473
0.058639722698374586,-0.014832850071094472,-0.09854203491439961,0.025795050305650546,-0.0954356846473029,0.20014218615269064
-0.09626925398634156,-0.10815414274619084,-0.06997742387789507,-0.030458028535649162,0.2889908256880733,-0.1824524811899757
0.12081893061991833,0.09134569599096865,0.32119632298994416,0.06214139552077769,0.2562277580071173,0.1996983135043997
0.06158334919254349,-0.008559569478310713,0.04965135593942249,-0.05363915173557188,0.6232294617563741,0.13359438847229121
0.08660854901806325,0.13020590212490513,-0.0022630073735439016,-0.014576607685414023,0.31937172774869094,0.08182659707541506
0.16426947639719391,-0.01397280871140516,0.01666120222211953,-0.01592904253747829,-0.01984126984126977,0.09064899318082098
0.07546939436776379,0.16763609382836608,0.1463473388980181,0.06752918721518064,0.0539811066126854,0.3366066679462798
0.08244708990155147,0.09703643333942447,0.2094116851359893,0.10799109364612525,-0.23431498079385393,0.15835662169285847
-0.0666744699308005,0.027089422598115975,0.10674204897419126,-0.031827620282918634,-0.0752508361204014,-0.01576075398994725
-0.02130034760405486,-0.056353794190081685,-0.05713039736758285,-0.001242067622527765,0.3707052441229657,-0.04745494088019242
0.047416183950987456,0.06673229609466325,0.07557223478080566,0.010907778383168365,0.1675461741424802,0.13643691283424575
-0.0324866890739588,-0.2134551312767301,-0.20144533029535672,0.06258143233248759,0.07683615819209044,0.05685732109723429
-0.13101270545556787,-0.1624520548300702,-0.13101644864824735,0.021093610002082652,0.008394543546694555,-0.11065486737541497
0.050387373998245,-0.004267143421695985,-0.011728347529909033,0.00212657562965779,-0.1165452653485951,0.02602818036275778
0.050277209860721594,-0.07478521311430764,-0.0910807888546783,-0.04536936855029905,0.007067137809187329,-0.09271107349165553
0.034908485770398956,-0.06557040719391516,-0.10088320184656563,0.06660139052189562,0.08771929824561409,0.20364485706826718
0.11705860192157225,0.2159210974571446,0.25680919734612884,0.05169773293636326,0.20215053763440838,0.1794557963414174
0.0009336058919959811,-0.03022710251878946,-0.05421730678990977,0.01919630386623794,0.06171735241502674,0.117274832430728
0.14124019679847755,0.07708704042549819,-0.025089782583505804,0.12614411654538604,-0.010109519797809496,-0.07003596485039831
0.09265167261795848,-0.11376978857276354,-0.07924614317948309,0.08589321801969807,0.050212765957446726,0.06750733396251385
0.019599017486420012,-0.024391985772096447,0.12723209957955595,-0.02082988906508998,0.004051863857374549,0.08287172123704956
-0.00546032396654772,-0.07657715239059815,-0.08235345887041756,0.05706959334915074,-0.07021791767554486,-0.06861249393531443
-0.042791652068237096,0.020748144782674505,-0.03282541117870208,-0.08009132431272659,0.19444444444444442,-0.1679629013338776
-0.07959456491787698,-0.08354828333642439,-0.15274022288443356,0.02245641204720017,-0.039970930232558044,-0.02017907259507612
0.10783870758997027,0.08576238229925348,0.05161381329290071,0.1781666408471574,-0.1090083270249812,0.006474734452230013
0.06487054953300087,-0.0952570247370692,-0.023896582071650907,-0.010505402824972143,-0.04587935429056922,0.012733016296373023
0.019316173240468748,0.18830746827583345,0.04689325007312739,-0.04866969635227991,-0.04452359750667856,0.009401505283833655
0.024222227811708352,0.07673813478609937,0.06667808716487267,0.06895038176948232,0.002795899347623365,0.19457396518872327
-0.062386579561414135,-0.009331268836109574,-0.0722668214170824,-0.061241944116007474,-0.0306691449814126,-0.1136356610261905
0.05807506418659325,0.044351820802837505,0.08209126249527099,0.007377968257832324,-0.021093000958772645,0.037618755224309686
-0.05002322020208594,-0.010172365555834006,0.12727479296398414,0.07904238452227097,-0.23114593535749273,-0.04024317015349543
-0.13643368464056582,0.03304395261125581,0.14599876500993236,-0.004344608423441754,-0.08025477707006368,0.061374565458098385
-0.06216457399158348,-0.0069594400773262954,-0.03999450707041308,-0.05349103322206017,0.24099722991689765,-0.035021804036332926
-0.08986577478574198,-0.032742711128406654,-0.050956595833226315,-0.036368945088974924,0.041294642857142794,-0.1848729099856965
0.058965395188397274,-0.10908190742604673,-0.1133235298595604,-0.009752839914692335,0.032154340836012985,-0.11544487189546804
-0.23217772629225586,-0.14639733406205258,-0.1932129009353516,0.018888215845849432,-0.07684319833852549,-0.07562312860549791
0.04780583714999165,-0.004068478678835419,-0.10500626593041529,-0.02547806950270526,0.011248593925759165,0.24145656487053624
0.0734480385792593,-0.003951768272233536,-0.03845931061631591,-0.015737927757120684,-0.0033370411568408587,0.0338412170852187
0.024004900158818065,-0.04864390849075351,-0.025307525708761935,0.006665849545603564,0.1830357142857142,0.013423531977883485
-0.10546720195135117,0.1801677919185387,0.16647895170846594,0.053327909239292204,0.19339622641509435,0.11173415177046975
0.025264332087599373,0.05266534572666948,-0.08188970032219167,-0.0024094576681872315,0.06719367588932812,0.16110541530003886
0.11305746005117201,-0.029706912565233723,-0.01711837506905267,-0.03576950420349534,0.012592592592592489,0.008339599040746215
-0.004435031548539303,0.0016264434127271077,-0.05699310076745001,0.08329560238913691,-0.021945866861741048,-0.04801639698800009
-0.022101429721700927,0.11400860687263004,0.3484528107316325,-0.030985179549634423,0.0007479431563202077,0.016941686283650892
-0.030351303773226923,0.09492791679752566,0.06399547044443876,0.08973780934277387,0.03139013452914807,-0.06882694173331971
0.042728474853797715,0.0585040998965658,0.10403004035379193,-0.032632588158263975,-0.05869565217391304,0.008295404744752544
0.09307099350528025,0.1415311102613941,0.3619228114077142,0.08476522856007462,0.3702847575057737,0.1615614168828694
-0.08936675076251066,0.1706836255144315,0.2623630873392191,0.08959449058370983,-0.023595506943567712,0.02904262782785949
0.014595979170498374,-0.11009944930757631,-0.10646203355607076,-0.06789203341379202,0.1409666939566565,-0.03862635987343055
0.04060902386971876,0.15552113846147853,0.11835128756307256,0.0494047077847779,0.17700453857791243,-0.14582469929327468
-0.006949929195874893,0.12284590902944137,0.046312083133259074,0.054137690998245835,0.12425021422450722,0.058486782043513985
0.11323151777725537,0.15422340760864706,-0.0014762510855159672,-0.03022797257385046,-0.02591467225609745,-0.01418677092963494
0.023964033543608876,0.07510001890047269,-0.09381576352959142,0.06965605154683585,-0.037949884113845256,0.1187224764477004
0.12930629023541362,0.08644685026081511,0.16077408259987824,0.04142952037204828,0.05246030906872723,0.02799347398344021
0.032708809230826974,-0.08047252394466275,-0.0945662392333555,-0.027146232366152767,-0.07612052071563069,0.016895768815348378
-0.00814125907188934,-0.01922416389620818,-0.2024889404255571,-0.03301120169571736,0.13174399832705985,-0.01889054671158341
0.0078362791566442,-0.04210074060657765,-0.05997990643262874,-0.021102598958833374,-0.010716888792198453,-3.3644144048494695e-07
0.10673958357632252,-0.053889494893410106,-0.08287591814497952,0.04755473680706812,-0.05715353007097501,-0.17128106478688498
0.027549506144231684,-0.05942662874888904,-0.1815289434357057,0.001121773440192264,-0.08993664817749591,0.011553588014378668
-0.07319630399966526,-0.1367817761929866,-0.0011369945004586768,-0.09197787514268818,-0.07488023834916147,-0.12075190450118001
-0.017157774178104157,0.18813100063733224,0.14042599852363646,0.039128872937401304,0.10729416470588227,0.06326221031575296
