Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,1.020000,1.140000,0.950000,1.070000,1.070000,17441100
2012-02-01,1.090000,1.430000,0.960000,0.980000,0.980000,34513000
2012-03-01,0.990000,1.010000,0.780000,0.940000,0.940000,20984100
2012-04-01,0.950000,1.000000,0.820000,1.000000,1.000000,9289000
2012-05-01,1.000000,1.000000,0.830000,0.910000,0.910000,8412400
2012-06-01,0.900000,1.060000,0.860000,0.980000,0.980000,8450600
2012-07-01,1.000000,1.210000,0.960000,1.140000,1.140000,8727700
2012-08-01,1.170000,1.200000,1.020000,1.080000,1.080000,6591500
2012-09-01,1.060000,1.340000,1.050000,1.270000,1.270000,20686200
2012-10-01,1.270000,1.960000,1.270000,1.770000,1.770000,58747100
2012-11-01,1.800000,2.010000,1.730000,1.810000,1.810000,24839400
2012-12-01,1.800000,1.870000,1.590000,1.750000,1.750000,13874400
2013-01-01,1.780000,2.510000,1.750000,2.440000,2.440000,38227600
2013-02-01,2.470000,2.510000,2.220000,2.410000,2.410000,20466900
2013-03-01,2.400000,3.130000,2.400000,3.030000,3.030000,23449500
2013-04-01,3.000000,3.400000,2.460000,3.000000,3.000000,47719100
2013-05-01,2.990000,3.000000,1.960000,2.050000,2.050000,53264900
2013-06-01,2.000000,2.680000,2.000000,2.410000,2.410000,56056700
2013-07-01,2.410000,2.470000,2.070000,2.180000,2.180000,25356600
2013-08-01,2.220000,2.960000,2.120000,2.810000,2.810000,33587900
2013-09-01,2.810000,3.720000,2.760000,3.530000,3.530000,71241900
2013-10-01,3.510000,5.800000,3.450000,5.730000,5.730000,80734800
2013-11-01,5.770000,7.590000,5.130000,7.560000,7.560000,84510400
2013-12-01,7.690000,8.000000,7.190000,7.410000,7.410000,45571200
2014-01-01,7.310000,9.900000,6.730000,7.810000,7.810000,104212800
2014-02-01,7.880000,8.280000,5.510000,5.980000,5.980000,68058400
2014-03-01,5.760000,6.730000,5.140000,5.530000,5.530000,56643300
2014-04-01,5.650000,7.940000,5.650000,7.580000,7.580000,64694300
2014-05-01,7.600000,9.130000,7.580000,8.850000,8.850000,42880600
2014-06-01,8.920000,10.900000,8.760000,9.530000,9.530000,62536700
2014-07-01,9.680000,10.340000,9.200000,9.610000,9.610000,37268500
2014-08-01,9.480000,9.570000,7.900000,8.490000,8.490000,41182800
2014-09-01,8.420000,9.170000,8.230000,8.550000,8.550000,38418200
2014-10-01,8.350000,9.600000,6.520000,9.300000,9.300000,53976600
2014-11-01,9.220000,11.370000,8.870000,11.180000,11.180000,43808800
2014-12-01,11.400000,12.670000,10.520000,11.870000,11.870000,56641000
2015-01-01,11.930000,12.750000,11.400000,11.750000,11.750000,43774400
2015-02-01,12.070000,13.350000,11.680000,12.340000,12.340000,42739100
2015-03-01,12.110000,12.970000,11.940000,12.390000,12.390000,23812600
2015-04-01,12.320000,12.580000,11.470000,11.520000,11.520000,29755200
2015-05-01,11.600000,13.890000,11.000000,13.760000,13.760000,39379700
2015-06-01,13.960000,15.090000,13.150000,13.210000,13.210000,30778500
2015-07-01,13.600000,13.600000,11.160000,11.770000,11.770000,23662700
2015-08-01,11.940000,13.250000,9.500000,11.230000,11.230000,30422400
2015-09-01,11.050000,12.390000,10.500000,10.730000,10.730000,28921900
2015-10-01,10.690000,11.700000,10.390000,10.760000,10.760000,25040500
2015-11-01,10.780000,12.290000,10.200000,10.430000,10.430000,34197500
2015-12-01,10.430000,10.950000,9.820000,10.210000,10.210000,28380300
2016-01-01,10.100000,10.100000,6.990000,7.850000,7.850000,44489200
2016-02-01,7.700000,8.440000,6.810000,7.220000,7.220000,50105600
2016-03-01,7.300000,9.390000,7.180000,8.960000,8.960000,55615700
2016-04-01,8.870000,9.750000,8.050000,9.330000,9.330000,31470300
